14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
15:31:57.935 -> Temperature: 39.13⸮C  |  102.43⸮F
15:31:59.102 -> Temperature: 39.06⸮C  |  102.31⸮F
15:32:00.273 -> Temperature: 39.00⸮C  |  102.20⸮F
15:32:01.464 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:02.644 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:03.796 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:04.981 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:06.139 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:07.324 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:08.509 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:09.665 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:10.854 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:12.008 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:13.192 -> Temperature: 38.56⸮C  |  101.41⸮F
15:32:14.358 -> Temperature: 38.56⸮C  |  101.41⸮F
15:32:15.548 -> Temperature: 38.50⸮C  |  101.30⸮F
15:32:16.710 -> Temperature: 38.50⸮C  |  101.30⸮F
15:32:17.874 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:19.060 -> Temperature: 38.81⸮C  |  101.86⸮F
15:32:20.243 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:21.399 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:22.558 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:23.760 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:24.927 -> Temperature: 38.81⸮C  |  101.86⸮F
15:32:26.087 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:27.261 -> Temperature: 39.00⸮C  |  102.20⸮F
15:32:28.424 -> Temperature: 39.00⸮C  |  102.20⸮F
15:32:29.619 -> Temperature: 39.00⸮C  |  102.20⸮F
15:32:30.771 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:31.965 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:33.125 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:34.285 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:35.471 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:36.631 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:37.824 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:38.979 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:40.167 -> Temperature: 38.56⸮C  |  101.41⸮F
15:32:41.330 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:42.522 -> Temperature: 38.69⸮C  |  101.64⸮F
15:32:43.686 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:44.847 -> Temperature: 38.94⸮C  |  102.09⸮F
15:32:46.015 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:47.212 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:48.360 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:49.556 -> Temperature: 38.88⸮C  |  101.97⸮F
15:32:50.725 -> Temperature: 38.81⸮C  |  101.86⸮F
15:32:51.892 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:53.077 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:54.232 -> Temperature: 38.63⸮C  |  101.52⸮F
15:32:55.394 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:56.588 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:57.738 -> Temperature: 38.75⸮C  |  101.75⸮F
15:32:58.933 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:00.102 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:01.262 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:02.452 -> Temperature: 38.94⸮C  |  102.09⸮F
15:33:03.619 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:04.778 -> Temperature: 38.94⸮C  |  102.09⸮F
15:33:05.972 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:07.125 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:08.322 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:09.484 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:10.649 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:11.834 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:13.006 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:14.187 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:15.343 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:16.507 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:17.701 -> Temperature: 38.81⸮C  |  101.86⸮F
15:33:18.871 -> Temperature: 38.94⸮C  |  102.09⸮F
15:33:20.025 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:21.194 -> Temperature: 38.81⸮C  |  101.86⸮F
15:33:22.383 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:23.556 -> Temperature: 38.56⸮C  |  101.41⸮F
15:33:24.720 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:25.914 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:27.087 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:28.256 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:29.421 -> Temperature: 38.63⸮C  |  101.52⸮F
15:33:30.603 -> Temperature: 38.63⸮C  |  101.52⸮F
15:33:31.765 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:32.953 -> Temperature: 38.69⸮C  |  101.64⸮F
15:33:34.113 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:35.296 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:36.462 -> Temperature: 38.94⸮C  |  102.09⸮F
15:33:37.618 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:38.805 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:39.971 -> Temperature: 38.81⸮C  |  101.86⸮F
15:33:41.154 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:42.310 -> Temperature: 38.75⸮C  |  101.75⸮F
15:33:43.492 -> Temperature: 38.88⸮C  |  101.97⸮F
15:33:44.654 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:45.847 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:47.007 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:48.193 -> Temperature: 39.06⸮C  |  102.31⸮F
15:33:49.346 -> Temperature: 39.13⸮C  |  102.43⸮F
15:33:50.536 -> Temperature: 39.19⸮C  |  102.54⸮F
15:33:51.689 -> Temperature: 39.25⸮C  |  102.65⸮F
15:33:52.879 -> Temperature: 39.25⸮C  |  102.65⸮F
15:33:54.033 -> Temperature: 39.25⸮C  |  102.65⸮F
15:33:55.226 -> Temperature: 39.13⸮C  |  102.43⸮F
15:33:56.384 -> Temperature: 39.13⸮C  |  102.43⸮F
15:33:57.572 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:58.726 -> Temperature: 39.00⸮C  |  102.20⸮F
15:33:59.924 -> Temperature: 39.06⸮C  |  102.31⸮F
15:34:01.095 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:02.256 -> Temperature: 39.19⸮C  |  102.54⸮F
15:34:03.423 -> Temperature: 39.19⸮C  |  102.54⸮F
15:34:04.617 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:05.779 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:06.945 -> Temperature: 39.06⸮C  |  102.31⸮F
15:34:08.112 -> Temperature: 39.06⸮C  |  102.31⸮F
15:34:09.291 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:10.485 -> Temperature: 39.19⸮C  |  102.54⸮F
15:34:11.651 -> Temperature: 39.25⸮C  |  102.65⸮F
15:34:12.811 -> Temperature: 39.25⸮C  |  102.65⸮F
15:34:13.978 -> Temperature: 39.19⸮C  |  102.54⸮F
15:34:15.172 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:16.345 -> Temperature: 39.25⸮C  |  102.65⸮F
15:34:17.501 -> Temperature: 39.31⸮C  |  102.76⸮F
15:34:18.692 -> Temperature: 39.31⸮C  |  102.76⸮F
15:34:19.842 -> Temperature: 39.31⸮C  |  102.76⸮F
15:34:21.027 -> Temperature: 39.25⸮C  |  102.65⸮F
15:34:22.194 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:23.358 -> Temperature: 39.13⸮C  |  102.43⸮F
15:34:24.542 -> Temperature: 39.06⸮C  |  102.31⸮F
15:34:25.704 -> Temperature: 39.00⸮C  |  102.20⸮F
15:34:26.878 -> Temperature: 39.00⸮C  |  102.20⸮F
15:34:28.070 -> Temperature: 39.00⸮C  |  102.20⸮F
15:34:29.225 -> Temperature: 39.00⸮C  |  102.20⸮F
15:34:30.393 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:31.588 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:32.743 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:33.935 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:35.096 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:36.266 -> Temperature: 38.88⸮C  |  101.97⸮F
15:34:37.458 -> Temperature: 38.75⸮C  |  101.75⸮F
15:34:38.605 -> Temperature: 38.81⸮C  |  101.86⸮F
15:34:39.797 -> Temperature: 38.75⸮C  |  101.75⸮F
15:34:40.953 -> Temperature: 38.81⸮C  |  101.86⸮F
15:34:42.142 -> Temperature: 38.88⸮C  |  101.97⸮F
15:34:43.301 -> Temperature: 38.94⸮C  |  102.09⸮F
15:34:44.464 -> Temperature: 39.06⸮C  |  102.31⸮F
15:34:45.658 -> Temperature: 39.25⸮C  |  102.65⸮F
15:34:46.820 -> Temperature: 39.44⸮C  |  102.99⸮F
15:34:48.014 -> Temperature: 39.44⸮C  |  102.99⸮F
15:34:49.174 -> Temperature: 39.44⸮C  |  102.99⸮F
15:34:50.336 -> Temperature: 39.50⸮C  |  103.10⸮F
15:34:51.528 -> Temperature: 39.56⸮C  |  103.21⸮F
15:34:52.685 -> Temperature: 39.50⸮C  |  103.10⸮F
15:34:53.849 -> Temperature: 39.50⸮C  |  103.10⸮F
15:34:55.035 -> Temperature: 39.50⸮C  |  103.10⸮F
15:34:56.197 -> Temperature: 39.50⸮C  |  103.10⸮F
15:34:57.386 -> Temperature: 39.44⸮C  |  102.99⸮F
15:34:58.549 -> Temperature: 39.38⸮C  |  102.87⸮F
15:34:59.709 -> Temperature: 39.38⸮C  |  102.87⸮F
15:35:00.905 -> Temperature: 39.44⸮C  |  102.99⸮F
15:35:02.068 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:03.237 -> Temperature: 39.44⸮C  |  102.99⸮F
15:35:04.423 -> Temperature: 39.44⸮C  |  102.99⸮F
15:35:05.578 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:06.752 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:07.948 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:09.103 -> Temperature: 39.56⸮C  |  103.21⸮F
15:35:10.287 -> Temperature: 39.56⸮C  |  103.21⸮F
15:35:11.447 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:12.613 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:13.806 -> Temperature: 39.56⸮C  |  103.21⸮F
15:35:14.971 -> Temperature: 39.63⸮C  |  103.32⸮F
15:35:16.130 -> Temperature: 39.69⸮C  |  103.44⸮F
15:35:17.326 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:18.480 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:19.676 -> Temperature: 39.81⸮C  |  103.66⸮F
15:35:20.851 -> Temperature: 39.88⸮C  |  103.77⸮F
15:35:22.007 -> Temperature: 39.94⸮C  |  103.89⸮F
15:35:23.169 -> Temperature: 39.94⸮C  |  103.89⸮F
15:35:24.361 -> Temperature: 40.00⸮C  |  104.00⸮F
15:35:25.520 -> Temperature: 40.06⸮C  |  104.11⸮F
15:35:26.691 -> Temperature: 40.13⸮C  |  104.22⸮F
15:35:27.856 -> Temperature: 40.13⸮C  |  104.22⸮F
15:35:29.046 -> Temperature: 40.00⸮C  |  104.00⸮F
15:35:30.214 -> Temperature: 39.88⸮C  |  103.77⸮F
15:35:31.379 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:32.572 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:33.733 -> Temperature: 39.81⸮C  |  103.66⸮F
15:35:34.897 -> Temperature: 39.81⸮C  |  103.66⸮F
15:35:36.096 -> Temperature: 39.81⸮C  |  103.66⸮F
15:35:37.252 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:38.421 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:39.611 -> Temperature: 39.81⸮C  |  103.66⸮F
15:35:40.770 -> Temperature: 39.75⸮C  |  103.55⸮F
15:35:41.958 -> Temperature: 39.69⸮C  |  103.44⸮F
15:35:43.119 -> Temperature: 39.63⸮C  |  103.32⸮F
15:35:44.311 -> Temperature: 39.63⸮C  |  103.32⸮F
15:35:45.472 -> Temperature: 39.63⸮C  |  103.32⸮F
15:35:46.634 -> Temperature: 39.63⸮C  |  103.32⸮F
15:35:47.831 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:48.983 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:50.148 -> Temperature: 39.50⸮C  |  103.10⸮F
15:35:51.338 -> Temperature: 39.44⸮C  |  102.99⸮F
15:35:52.516 -> Temperature: 39.38⸮C  |  102.87⸮F
15:35:53.682 -> Temperature: 39.31⸮C  |  102.76⸮F
15:35:54.847 -> Temperature: 39.19⸮C  |  102.54⸮F
15:35:56.010 -> Temperature: 39.06⸮C  |  102.31⸮F
15:35:57.210 -> Temperature: 39.13⸮C  |  102.43⸮F
15:35:58.371 -> Temperature: 39.19⸮C  |  102.54⸮F
15:35:59.530 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:00.712 -> Temperature: 39.19⸮C  |  102.54⸮F
15:36:01.882 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:03.066 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:04.231 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:05.390 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:06.586 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:07.749 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:08.914 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:10.106 -> Temperature: 39.38⸮C  |  102.87⸮F
15:36:11.264 -> Temperature: 39.44⸮C  |  102.99⸮F
15:36:12.431 -> Temperature: 39.44⸮C  |  102.99⸮F
15:36:13.629 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:14.789 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:15.958 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:17.126 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:18.313 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:19.476 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:20.653 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:21.811 -> Temperature: 39.38⸮C  |  102.87⸮F
15:36:23.013 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:24.168 -> Temperature: 39.19⸮C  |  102.54⸮F
15:36:25.327 -> Temperature: 39.13⸮C  |  102.43⸮F
15:36:26.523 -> Temperature: 39.00⸮C  |  102.20⸮F
15:36:27.685 -> Temperature: 38.94⸮C  |  102.09⸮F
15:36:28.871 -> Temperature: 38.88⸮C  |  101.97⸮F
15:36:30.036 -> Temperature: 38.88⸮C  |  101.97⸮F
15:36:31.224 -> Temperature: 38.94⸮C  |  102.09⸮F
15:36:32.381 -> Temperature: 39.00⸮C  |  102.20⸮F
15:36:33.544 -> Temperature: 39.00⸮C  |  102.20⸮F
15:36:34.710 -> Temperature: 38.88⸮C  |  101.97⸮F
15:36:35.893 -> Temperature: 38.81⸮C  |  101.86⸮F
15:36:37.087 -> Temperature: 38.69⸮C  |  101.64⸮F
15:36:38.254 -> Temperature: 38.69⸮C  |  101.64⸮F
15:36:39.415 -> Temperature: 38.69⸮C  |  101.64⸮F
15:36:40.587 -> Temperature: 38.75⸮C  |  101.75⸮F
15:36:41.749 -> Temperature: 38.75⸮C  |  101.75⸮F
15:36:42.939 -> Temperature: 38.81⸮C  |  101.86⸮F
15:36:44.100 -> Temperature: 38.88⸮C  |  101.97⸮F
15:36:45.290 -> Temperature: 38.88⸮C  |  101.97⸮F
15:36:46.455 -> Temperature: 39.00⸮C  |  102.20⸮F
15:36:47.616 -> Temperature: 39.19⸮C  |  102.54⸮F
15:36:48.796 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:49.957 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:51.151 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:52.315 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:53.476 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:54.666 -> Temperature: 39.25⸮C  |  102.65⸮F
15:36:55.825 -> Temperature: 39.38⸮C  |  102.87⸮F
15:36:56.992 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:58.185 -> Temperature: 39.31⸮C  |  102.76⸮F
15:36:59.372 -> Temperature: 39.31⸮C  |  102.76⸮F
15:37:00.511 -> Temperature: 39.31⸮C  |  102.76⸮F
15:37:01.706 -> Temperature: 39.25⸮C  |  102.65⸮F
15:37:02.876 -> Temperature: 39.13⸮C  |  102.43⸮F
15:37:04.036 -> Temperature: 39.06⸮C  |  102.31⸮F
15:37:05.205 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:06.408 -> Temperature: 38.94⸮C  |  102.09⸮F
15:37:07.562 -> Temperature: 38.81⸮C  |  101.86⸮F
15:37:08.746 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:09.896 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:11.098 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:12.256 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:13.426 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:14.616 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:15.776 -> Temperature: 38.88⸮C  |  101.97⸮F
15:37:16.932 -> Temperature: 38.94⸮C  |  102.09⸮F
15:37:18.123 -> Temperature: 38.88⸮C  |  101.97⸮F
15:37:19.296 -> Temperature: 38.94⸮C  |  102.09⸮F
15:37:20.451 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:21.642 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:22.805 -> Temperature: 39.13⸮C  |  102.43⸮F
15:37:23.972 -> Temperature: 39.19⸮C  |  102.54⸮F
15:37:25.144 -> Temperature: 39.19⸮C  |  102.54⸮F
15:37:26.337 -> Temperature: 39.06⸮C  |  102.31⸮F
15:37:27.493 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:28.659 -> Temperature: 38.94⸮C  |  102.09⸮F
15:37:29.859 -> Temperature: 38.88⸮C  |  101.97⸮F
15:37:31.020 -> Temperature: 38.81⸮C  |  101.86⸮F
15:37:32.206 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:33.364 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:34.536 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:35.728 -> Temperature: 38.63⸮C  |  101.52⸮F
15:37:36.897 -> Temperature: 38.56⸮C  |  101.41⸮F
15:37:38.054 -> Temperature: 38.63⸮C  |  101.52⸮F
15:37:39.213 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:40.413 -> Temperature: 38.63⸮C  |  101.52⸮F
15:37:41.566 -> Temperature: 38.56⸮C  |  101.41⸮F
15:37:42.728 -> Temperature: 38.56⸮C  |  101.41⸮F
15:37:43.921 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:45.077 -> Temperature: 38.63⸮C  |  101.52⸮F
15:37:46.262 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:47.425 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:48.614 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:49.767 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:50.967 -> Temperature: 38.69⸮C  |  101.64⸮F
15:37:52.125 -> Temperature: 38.75⸮C  |  101.75⸮F
15:37:53.285 -> Temperature: 38.81⸮C  |  101.86⸮F
15:37:54.478 -> Temperature: 38.88⸮C  |  101.97⸮F
15:37:55.636 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:56.808 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:57.995 -> Temperature: 39.00⸮C  |  102.20⸮F
15:37:59.183 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:00.343 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:01.504 -> Temperature: 38.88⸮C  |  101.97⸮F
15:38:02.688 -> Temperature: 38.69⸮C  |  101.64⸮F
15:38:03.845 -> Temperature: 38.69⸮C  |  101.64⸮F
15:38:05.041 -> Temperature: 38.81⸮C  |  101.86⸮F
15:38:06.212 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:07.366 -> Temperature: 39.06⸮C  |  102.31⸮F
15:38:08.557 -> Temperature: 39.19⸮C  |  102.54⸮F
15:38:09.730 -> Temperature: 39.19⸮C  |  102.54⸮F
15:38:10.904 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:12.064 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:13.247 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:14.403 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:15.593 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:16.766 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:17.924 -> Temperature: 39.25⸮C  |  102.65⸮F
15:38:19.117 -> Temperature: 39.31⸮C  |  102.76⸮F
15:38:20.280 -> Temperature: 39.44⸮C  |  102.99⸮F
15:38:21.444 -> Temperature: 39.50⸮C  |  103.10⸮F
15:38:22.631 -> Temperature: 39.56⸮C  |  103.21⸮F
15:38:23.790 -> Temperature: 39.63⸮C  |  103.32⸮F
15:38:24.984 -> Temperature: 39.56⸮C  |  103.21⸮F
15:38:26.147 -> Temperature: 39.56⸮C  |  103.21⸮F
15:38:27.316 -> Temperature: 39.50⸮C  |  103.10⸮F
15:38:28.477 -> Temperature: 39.50⸮C  |  103.10⸮F
15:38:29.665 -> Temperature: 39.38⸮C  |  102.87⸮F
15:38:30.828 -> Temperature: 39.25⸮C  |  102.65⸮F
15:38:32.019 -> Temperature: 39.25⸮C  |  102.65⸮F
15:38:33.184 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:34.338 -> Temperature: 39.06⸮C  |  102.31⸮F
15:38:35.523 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:36.686 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:37.874 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:39.026 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:40.227 -> Temperature: 39.06⸮C  |  102.31⸮F
15:38:41.388 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:42.554 -> Temperature: 38.88⸮C  |  101.97⸮F
15:38:43.749 -> Temperature: 38.81⸮C  |  101.86⸮F
15:38:44.905 -> Temperature: 38.75⸮C  |  101.75⸮F
15:38:46.082 -> Temperature: 38.88⸮C  |  101.97⸮F
15:38:47.242 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:48.427 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:49.601 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:50.760 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:51.957 -> Temperature: 39.13⸮C  |  102.43⸮F
15:38:53.112 -> Temperature: 39.00⸮C  |  102.20⸮F
15:38:54.304 -> Temperature: 38.94⸮C  |  102.09⸮F
15:38:55.444 -> Temperature: 38.88⸮C  |  101.97⸮F
15:38:56.643 -> Temperature: 38.81⸮C  |  101.86⸮F
15:38:57.797 -> Temperature: 38.75⸮C  |  101.75⸮F
15:38:58.988 -> Temperature: 38.75⸮C  |  101.75⸮F
15:39:00.138 -> Temperature: 38.75⸮C  |  101.75⸮F
15:39:01.324 -> Temperature: 38.75⸮C  |  101.75⸮F
15:39:02.511 -> Temperature: 38.69⸮C  |  101.64⸮F
15:39:03.675 -> Temperature: 38.69⸮C  |  101.64⸮F
15:39:04.844 -> Temperature: 38.63⸮C  |  101.52⸮F
15:39:06.014 -> Temperature: 38.63⸮C  |  101.52⸮F
15:39:07.197 -> Temperature: 38.56⸮C  |  101.41⸮F
15:39:08.371 -> Temperature: 38.63⸮C  |  101.52⸮F
15:39:09.542 -> Temperature: 38.69⸮C  |  101.64⸮F
15:39:10.707 -> Temperature: 38.69⸮C  |  101.64⸮F
15:39:11.895 -> Temperature: 38.88⸮C  |  101.97⸮F
15:39:13.066 -> Temperature: 39.00⸮C  |  102.20⸮F
15:39:14.218 -> Temperature: 39.06⸮C  |  102.31⸮F
15:39:15.412 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:16.573 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:17.731 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:18.921 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:20.088 -> Temperature: 39.31⸮C  |  102.76⸮F
15:39:21.252 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:22.448 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:23.608 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:24.791 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:25.949 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:27.125 -> Temperature: 39.38⸮C  |  102.87⸮F
15:39:28.313 -> Temperature: 39.50⸮C  |  103.10⸮F
15:39:29.469 -> Temperature: 39.56⸮C  |  103.21⸮F
15:39:30.632 -> Temperature: 39.50⸮C  |  103.10⸮F
15:39:31.821 -> Temperature: 39.38⸮C  |  102.87⸮F
15:39:32.980 -> Temperature: 39.31⸮C  |  102.76⸮F
15:39:34.165 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:35.322 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:36.524 -> Temperature: 39.13⸮C  |  102.43⸮F
15:39:37.685 -> Temperature: 39.00⸮C  |  102.20⸮F
15:39:38.843 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:40.038 -> Temperature: 38.81⸮C  |  101.86⸮F
15:39:41.196 -> Temperature: 38.81⸮C  |  101.86⸮F
15:39:42.356 -> Temperature: 38.88⸮C  |  101.97⸮F
15:39:43.541 -> Temperature: 39.00⸮C  |  102.20⸮F
15:39:44.712 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:45.889 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:47.059 -> Temperature: 39.00⸮C  |  102.20⸮F
15:39:48.236 -> Temperature: 39.06⸮C  |  102.31⸮F
15:39:49.397 -> Temperature: 39.13⸮C  |  102.43⸮F
15:39:50.589 -> Temperature: 39.25⸮C  |  102.65⸮F
15:39:51.747 -> Temperature: 39.19⸮C  |  102.54⸮F
15:39:52.941 -> Temperature: 39.06⸮C  |  102.31⸮F
15:39:54.084 -> Temperature: 39.00⸮C  |  102.20⸮F
15:39:55.283 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:56.449 -> Temperature: 38.94⸮C  |  102.09⸮F
15:39:57.615 -> Temperature: 38.94⸮C  |  102.09⸮F
